"prior_message","barney_message"
"I know you?","I'm Lorenzo Von Matterhorn."
"You are, kind known?","Yes. You do not know who I am, does not it? It feels good for once. Nice to meet you..."
"Shelly.","Shelly? Again, I'm Lorenzo Von Matterhorn. It is written as it is pronounced, with two ""T"". I hate to be cheeky, but I can offer you a coffee?"
"Yes! Please.","How much is a coffee today, $ 50? And here we go."
"It's horrible. You realize you've broken her heart? She is inconsolable.","Why would it be inconsolable? The airship of Lorenzo will not disappear in the Arctic for a week. Sorry if this is that someone told her that it was lies."
"Lies!","Oh my God! Well, I hope you are pleased with you."
"Me?","You! She will never trust a man. You've spoiled for Ted.Not to mention Julio Von Matterhorn, the twin brother of Lorenzo."
"You're an astronaut?","Actually, I'm in a top secret government space program called Secret NASA... Sn&aring;sa."
"Sn&aring;sa? You went to the moon and everything?","No Moon you know, but I went on Slune."
"Well, Barney, you go out... You just get out of a sincere relationship. You're a big boy now. You can return to your towers to two euros.","Tours to two euros?! None of these towers is. The Tower A except two Euros."
"Barney is dressed and speaks with a woman.","I am the bassist for Tower Two Euros. And even that involves expensive hair extensions. Now, if you allow, I have to prepare for the event tonight. The I exécuterais he will not come.Glad you asked."
"~ THE THERE WILL NOT ~","The To run it will not come, you will need the observation deck of the Empire State Building. Got it? Fine. For generations, this is the place chosen by New Yorkers for reunion with their lost lovers of view, you need to go to every girl and say, ""He will not come."""
"What happened?","I tried the he will not come, and it worked. Monstrous.You should have seen this girl."
"Robin fate.","So, we came up to me, and I go to my room to prepare the camera... lighting candles... and when I go out, nobody, paper and more roles! We all know who is responsible for that."
"Yes, we know.","Al-Qaeda."
"No, you idiot. That was me.","You... enfoirée dirty!"
"At Ted's apartment...","An actress. Of course. That explains his perfect diction and style of Drag."
"I'm almost to the point of taking this book and put it on the net for everyone to see.","You would not dare."
"No, as you stop scams and confidence tricks, deception, underhand, tricks, schemes and embobinages.","You did not say nonsense."
"No more nonsense!","Slim."
"Barney pretends to Ted with a woman.","I was abandoned at the altar."
"Really? A genie comes out?","Only if you rub hard enough."
"Apparently, it will rain.","If you wonder, I would be at McLaren's playing a character from the Book of roles being called The Diver. That's all."
"Ted, Robin, Marshall and Lily have joined Barney at the bar.","Now you want to know what the diver. In fact, it was on the last page of the Book, but I pulled in case. But do not worry.You will see it in action. You see the blonde next to the bar?Cizzible repérizzée."
"Barney, no. You are...","Forget it, kid. If anyone should be angry with me, this is Robin. She loves the book."
"I did not worship the book.","But what...? The Book of the Rolls, this is gold. Granted this is truly spectacular."
"We just broke. The costumes are nice, but... it just broke.","I did not know you felt it. I was so caught up with my own projects as... Damn, she looks out there. Quickly dispersed."
"So what does the diver? Claire and here, in passing.","Hello, Claire. I am Lieutenant Frank Lyman. I train dolphins b*mb detectors for... You know what? I can not do that.Robin, I'm sorry. I think this break is harder for me than expected.The Book of roles was just a way to change my mind."
"I'm delighted that you stop it. And frankly, the real Barney is better than all the false Barney's Book of Roles.","Is it true? Claire, you must have heard a lot about the real Barney tonight. Want some coffee?"
"Before refusing, you should know that in this neoprene combined with what appears to be a pair of socks...","A Pringles, but still."
"Marshall takes Robin and Ted in his arms.","It was a team effort."
"Yes, and you know why? Because I love you. And I'll show you how. Ted Mosby and Robin Scherbatsky, I bring you... the fourth slap.","Wait. What?"
"Certainly not. Unless you were thinking... ""Baffegiving two: Revenge of the lower"" in this case, yes, that's what I'm saying!","The slaps are not transferable."
"Awesome.","Absolutely not!"
"Me too. She speaks little, but that thing with his father gave him much trouble.","Tell me which of you is going to slap me!"
"Do not underestimate. You're a rock star of slaps. Your name should be Eric Baffe-PTON.","This is torture. Put me in the chair..."
"The Throne of Baffe.","And finish it!"
"No, not at all.","This is interesting."
"Let me do it. It was my idea to call the objects found in the prefecture.","It's a good point. Rebuttal?"
"I slipped a note of the type 20!","philosophical riddle. Idea against execution. Itemize your arguments."
"You have to let it calm down. Finish the game.","Repeat-a. The first seven!"
"It's decided. Barney, go. Come on the throne.","You're gonna..."
"Yep. Go.","I guess this is the best choice, Robin. Finally... the men are stronger than women."
"Do not listen. It's decided.","And that's what you always wanted, is not it? A strong man to take care of you? Of course, teenager, you were a feisty, playing hockey with the boys, you skinned your knees on the ice. But what you could say to your teammates... or even to yourself... that is all you really wanted was this pretty white dress in this beautiful white chapel. And at the end of the aisle strewn with pretty white flowers, a man to take care of all your slaps."
"Everyone. Before we begin, Barney, we'll need you on the throne of Baffe.","Commissioner of the bet-Baffe, tie me to the chair is a violation..."
"I know.","It's downright hell."
"Robin is about to slap...","It hurts!"
"I do not either.","thank you God."
"So, I want to move. Mickey?","No way!"
"It stretches and then...","Gently!"
"I'm sorry. I can not do it.","thank you God."
"I know I have not been a good father.","You're kidding me."
"So for all dance recitals that I missed, for all the art exhibitions that I should attend... for the wedding that I was not able to offer you... I give you, to you This slap.","No. No, no, no, no. It is the Commissioner of the bet-Baffe. It must remain impartial!"
"The Commissioner of the bet-Baffe says it's good.","It's not good. Please... Let me..."
"It warms the hand and stops.","I'm running in a meadow."
"Because... the slap did exactly what I hoped. It brought us together. And it forced us to recognize the weakness and at the same time the greatness in ourselves and in others.","Stop your bullshit."
"It separates the Barney ""Throne"".","This is the best Thanksgiving..."
"Lily.","That girl over there."
"We went to college together, she's great. Everybody liked him.","Oh I know what we do here. Tell me when it stops."
"And now, a single and Maggie is available along the way to this bar right now. I made him take a taxi with a woman driver for there is no interaction with a man, so far.","Even when I arrived here, she still will not touch with a man. I feel good tonight, this evening will be well."
"She's right baby, if you had worn it in college, even I would not have slept with you. And if you remember, I wanted to.","No way, no one could sleep while wearing it. Challenge accepted. I, Barney Stinson, brilliant mind in an extraordinary body, this will overalls, and lie with a woman."
"Your challenge not interest me but you're cheating. Wear a suit under the overalls.","No. They are called not on the shirt, or on t-shirts for wholesale repairing the car and my mother spent some time with her top. They are called overalls, and I can relate to what I want."
"Bizarre as drinking game.","I offer you a drink?"
"It was a big tractor 3-axis.","What do I do?"
"You let him with Barney?","Ted, will you calm down? I'm your pal!"
"You're an animal!","And I know our relationship has suffered in this area, I assure you I'll be the perfect gentleman."
"Thank you! In fact, I love this bib!","You have 10 minutes to get here, the window closes."
"10 minutes?","Yeah, because we're friends!"
"How could you?","I'm challenged to have sex with overalls. And if you stay on my path, then you let Barney win. And you do not want that!This place will never tell us the end of history."
"Put yourself on the line Bob!","Yeah, I'll sleep with her. After, he'll tell her he loves her.And you can do... what you want. Is there agreement on the order?"
"I'm in love with her for 12 years!","I wear this jumpsuit since 1:30!"
"We continue to negotiate until we have a very small window of opportunity.","Guys, let me assure you that if you let me... the window will reopen in about 10 minutes."
"There was never a next time. The window of Maggie never reopened.","Well, I found! There are bars country, ""the giddy ups"", there are tons of guys in overalls. Copilot me!"
"I do not want the ""giddy ups."" That's what I want. I had forgotten how it felt to seeking the real thing... but I think I'm ready again.","Let me tell you where I am... I want to sleep with a girl in order to remove this jumpsuit. Go, go. You gotta help me, I have to remove this damn thing."
"Marshall, Barney and Ted entered the apartment while Robin does his gym.","I just let something like that to my apartment."
"So that's why you're worried?","The new head of legal department is Hobes Arthur."
"Wow, he not remember you.","Not great, it does not matter that Arthur Hobes not like Marshall, he loves no one. It is the people he knows that he has to separate. He just fired, ""What's his head? ""."
"Look, I understand you to be upset but this is not a reason to k*ll you.","Yeah, after you turn'm doing... then you can k*ll you. As ""What is his head? "". Now I think it is, where is his head?"
"I can not believe they're smoking outside, it's really cold.","Do you remember when you could smoke in bars?"
"I think there's a pretty girl smiling at me there.","Hey, this is a chair, but go ahead and drag it."
"Our group is divided into smokers and nonsmokers, and it's great.","You're right. Going for a smoke."
"Hey you two, smoking, like us.","I'm not a smoker. I do not smoke on certain occasions.After sex, when I'm with German, sometimes both at the same time. During sex, for birthdays, to annoy my mother, just before sex, on a sailboat. The day the mentor MC mailly eliminated each year, and of course... wait, because God knows it's true: fear of pregnancy."
"And why you smoke there?","I'm always on the verge of sleep Ted."
"Maybe that smoking is not so bad, at least it is outdoors.","And my abs muscle nicotine. I... am... muscular."
"Ted, Barney, Lily and Marshall are on the roof of the apartment to smoke.","My God, I hope that Arthur is well. I reserve her office in case."
"Marshall, Lily and Ted put out the cigarette. Only Barney keeps his.","I'm proud of you guys. I heard how it was difficult to stop smoking for as you, then the part of non-smokers, I tell you hat, so give me your cigarettes and I rid, one at a time."
"I can not stop now, not before the most important interview of my life. It's too stressful.","It's too stressful!"
"Barney stops eating your fingers.","I do not bite my nails, I try to suck the rest of nicotine on my fingers."
"What, you're a dinosaur?","What do cigarettes now? You believe they think of us?"
"We will not smoke.","I have a hiding on the roof."
"They get up and go on the roof. Robin arrives.","Oh, I woke up and I smoke. Robin, you know how it's dangerous to wake a smoker sleeps."
"You know it's the perfect time there. For one last cigarette. The real last.","Come on, let's do it."
"She wants to do a doctorate, she reads the philosophy for fun, she finished the crossword in the Sunday New York Times.","Ted, I am happy for you. Sorry, not for you, not to be you."
"Why it's almost that guys?","Only two things can cause this turmoil."
"Ted, Robin, Lily and Barney are down at the bar where all the guys at the counter.","Ladies and gentlemen, the McLaren's hired a sexy barmaid."
"We'd better find a new bar.","What... are you crazy? It's a sexy barmaid. Do you know how long I've waited for me... My friends, I slept with many women in my glory days. Lawyers, professors, poets, doctors, professional riders, and animators... A butcher, a baker, a candle maker. Yes, we got to the part where it rhymes. A teacher, a restorative, an observer... A puppeteer, a croupier, a housewife, it is also a job, guys. A circuit court judge..."
"Abbreviates!","I never, never slept with a barmaid sexy, until tonight."
"No. Shut up!","Wish me luck."
"It will never happen. She will pretend to enjoy yourself in the same way she has mesmerized all these geniuses.","Guess who will not fall under his spell? I will make him ""Do not try, baby. Papa needs a gin and tonic. ""And when she will, I recracherai saying"" Do it again. "" The dominant male where it should be: on top, and after a few minutes below. Why should I do anything?"
"What do you want?","Do not even try, baby. Wait, what?"
"You're going to stay there in order to be ridiculous?","Uh..."
"Yeah, I'm gay. Gay for you.","No matter. You understand why I'm the only guy she does not know this bar?"
"Summer 2009, Barney skied in costume.","True... But for these two... And, for that... Finally, for her... I'll stop wearing, wait..."
"Sorry to have misjudged you. If there is a kind of men I can not stand are those in costume. Ca, and a woman who does not comply.","The costumes and complexed. I hate them. I hate them."
"We will order food.","I arrive in a second."
"Sorry, Barney. There is nothing more to do.","So young. You can not do anything else?"
"No. But we can use the buttons on this costume to another.","It can... As an organ donor?"
"The death of this suit could save the life of another.","But I... Do it."
"You do what it takes. Do not cry about it. It's silk.","Sorry. I know. I know."
"Barney joined Marshall, Lily, Ted and Robin at the bar, with an urn in his hands.","We have the remains cremated. Its buttons have saved a sick jacket of the Upper East Side."
"Finally, you can abandon the quest for so-called sexy barmaid.","No. My costume gave his life for this cause, and I do not should rest before these two... Well, it... Finally,... Be it mine."
"Barney, sorry about your friend. Tell me about him.","It was Italian. Classic, elegant. And my God he knew how to deal with women. They could not say no."
"How old was he?","7 years. I miss him so much!"
"You should not be alone tonight. I will finish earlier.","Thank you, old friend. You go on a good sh*t."
"Barney the bartender back home.","It was so special, you know? We should observe a minute of silence. Followed by about 20 minutes of grunting."
"I'll help you feel much better. Let me refresh.","Okay. Expected. No, this is not the bathroom. This is..."
"They are yours?","I'm the suit-sitting for someone."
"Oh, really! Then answer these questions, I beg. What would you do if you had to choose between your suits and a pot of gold?","Costumes!"
"What would you say, against all your costume you were offered eternal youth?","Costumes!"
"What would you choose: a million girls and one three parts?","Do we see."
"And a world at peace would be within your reach?","I'll stop. These are the costumes. Stops just bullshit.Two, three, four! Girls come and depart, but the clothes remain constant! Each buddy dépote and rambling, it is no substitute!Sorry, my costumes, I give you my life. My Sunday clothes are my best friends! The casual clothes go in the basket because nothing goes better with the undisputed often praised, claiming to fame... a true... Expect more... Costume..."
"Nothing suits her better... than... Costume.In costume! In costume! Costume...!","Mind you, it is rather barrel. I choose you you, baby. Tomorrow morning, I get rid of these costumes."
"You want to sleep with Jenkins?","With Jenkins, of Jenkins, near Jenkins. You said it, I want to put like a sock."
"But um, it would seem, she often said.","It's funny, I also had a drinking game based on Robin, Robin finally. At the bottom of her stomach..."
"It was agreed that you do not speak of those things.","Sorry, you're right. She did not like anyway. She said it woke her up. Does she said ""But um"" so often?"
"She thinks she is strong. That's right, I have to prove that I am not the weak. I will make her jealous.","Easy, that's the plan: A, layer with Jenkins. Two, I sleep with Jenkins first. Three, the second rule is the first I'm going to rule 2."
"She throws herself on her and continues to type.","Marshall, you're in the field!"
"Hi friends, any sport has had its icon, which it excels. Ali was boxing, basketball had Jordan, and the sport of sleeping with b*mb snuff chance, my next guest, Mr Barney Stinson.Barney, welcome.","Thank you, Jim. I'm glad to be back on the show."
"It's good to have you. And you know, the statistics, they really speak for themselves. Over 200 women spread over 6 continents, 17 countries, 74 sexual positions, and not a single bead. Impressive. But even with all these successes, there has always been an escape for you. Which brings us back to last week. Tell us about our history.","Hold on, Jimbo, it is extraordinary."
"First night... Barney, Ted, Lily and Marshall are at McLaren's.","It all started when I decided to start a small challenge."
"He decides his victim.","Whatever the girl I'm trying to point is that I go with her tonight. And... they're off!"
"So, the first night was pretty normal.","Jim, there is nothing in my usual way to pack."
"Second night...","That brings us to the second night. You see the b*mb that pampers its Black Russian? She left to exchange it with a White American. Enter me five! You know... If you're not careful, you'll lose me."
"It's all I want to be.","I guess that's just what they said when I was gone."
"I believe it. You are awesome. Now, night 3. Describe it to us.","Jim, I can tell you that I was gone, so I wanted a little spice."
"Third night...","I think I'll take small tits tonight."
"You're yucky.","Lily, it's people too."
"Wear what bad luck?","I had left to do... flawless."
"Awesome. I mean, it's the equivalent of sexual perfect game in baseball, in even harder.","Yeah. The only player in history to have accomplished both Pete was Drexell 'The mustache' in 1896."
"It was not the first time you were about to accomplish. So you knew that one mistake, and we reach the end. Sometimes a teammate makes a mistake. Sometimes a minefield...","You and me in the closet of the Spanish supermarket next door."
".. takes you straight into the wall. And sometimes you spread yourself. And it almost always ends badly. But this week, you were to 3 of 3, and no sign of abating.","I can even say, without a fault. I'd love to say the same of my friends."
"So you're at four, he'll just make a 5 to 7.","Well done, Jim."
"I'm going. He needs a brother. Hey buddy.","Hey!"
"Is everything okay?","Absolutely. A background. It could not get better. I make fun of that? I need you."
"Anything you want. What's the matter?","Which of these girls look the most stupid?"
"Let's see it. Already heated to perfection? The smashed out? Ok I will deal for Big Mac.","Thank you, Skip."
"Barney, I will interrupt you one second, I must ask you something. Have you ever taken Viagra?","No, sir. I like to play by the rules. While I can not say I did not propose to."
"It was pretty awesome. You should try it. I still have a few.","No thank you."
"You sure? Ok, do as you like. What time is it?","It's 8:00."
"Hey, what are you doing here? Returns to the bar!","Ted, relax. I am already 6 of 6."
"Great. What really happened?","I ate at the ""Staten Island Chili's,"" and I jumped a hairdresser completely stuffed. Are you happy, Ulysses?"
"Barney, we know that you are going you may get fired. Wait, you ought to speak. You turn away from reality, kissing unnecessarily on all sides.","No vain, ok? Between number 5 and I, there was a connection. She will resume her studies, she has a child or who is studying... something with ""studies""."
"Unbelievable. You know, there are two things that do not.First: you do not open an email from Phil Simms to your children.And second: you do not wear bad luck to a man on track to flawless.","I do not know what to tell you, Lily is always trying to ruin me any."
"I think she cracked a bit for the Barnacle.","You have the eye to notice such details, Jim Nantz."
"Do not tell me that she dared to say ""The door-jinx, it does not exist.""","I wish I had power."
"You were about to achieve something so beautiful.","Well, thank you to her, the only thing that can prevent a stroke insured was about to walk out the door. A member of the New York Yankees World Champions in 2009."
"It's happening, look.","You wanna come to my house and watch the collection of snowballs?"
"It was well played, well played, well played.","But not play well enough. All this week was a waste of time. And tomorrow I'm getting fired."
"We frightened a couple great just because we share a toothbrush.","You share a toothbrush?"
"Well, they and Ted.",".. Huh?"
"I'm sorry. Lily, Nick Swisher think it's cute.","Martini?"
"What do you say we go home?","Wow, to be honest, this is not my habit, but I feel a real connection, Number 7... Christy. I beg you. I did it! I did it!"
"Unbelievable. Congratulations on your faultless.","Thank you, Jim. I would never have done it without the help of my friends."
"Hey, on another subject, you really think you could get fired today?","Uh, Jim, I told you I wanted to talk about it."
"Barney, I go straight from your imagination, so apparently we must talk! Think about it.","What a c**t."
"Stinson, we made a decision. We keep you. I know this last week has been hard.","I barely slept."
"Dibs on his wings!","Hey, guys!"
"Hey!","Does anyone know who won the Superbowl?"
"You were there. It was the...","I won! Because I'm now in possession of a magic phone that always rings. And you know who's always usually on the other end? A chick. So how many chicks do I have calling me now? Infinity! Guys, remember Ranjit?"
"Good to see you.","OK I've enlisted Ranjit's services as my personal driver because for the next week I'll be sleeping with hundreds of women and I don't want to take the subway cause... you know... germs!"
"Wait, you're... you're actually gonna hook up with these girls that call you?","Oh, indubitably! I'm meeting the first one here any minute. Keep your eyes pealed for a red sweater. Based on her texts, she's dirty, dyslexic and want to 96 me, semi-colon and parenthesis."
"I did NOT...say... it was a good plan.","Guys, guys, guys, we're on me now. And it is getting in-teh-resting. Looks at these texts. Read this one. Yowza! Now look at this one. Does she text her mother with those fingers? Now look at this one... or this one, or this one, or this one, or..."
"OK OK OK buddy, how about you do this? Go nail that girl, then read your texts.","I can't do that, Ted. I just can't hook up with a girl if there is a hotter girl out there with whom up can be hooked."
"Yes, kids, sometimes there's a fine line between love and hate. Case and point.","McLaren's pub."
"McLaren's pub.","Well, heeelllooo."
"Well, heeelllooo.","McLaren's pub."
"I realize that you're very busy, so I'll just get straight to the point.","OK."
"Barney had been sure that phone was something he loved. But now he realized it wasn't that at all. It was something else entirely.","I'm free."
"What's wrong?","Did you hear that?"
"Hear what?","McLaren's pub!!"
"Why would Ted order the rabbit if he's just gonna run out?","I need it back. Where is the phone? Well, heeellooooo. Oh I met you already. Where is the phone?"
"It's hidden.","Where?"
"Rabbit. Sorry, guys, I gotta go.","My phone. I'm taking it back. And I'm taking your cool nickname too. Barney Westside speaking."
"Friends, tonight is the night. I invite Tiffany home to see my collection of vintage cameras.","It's the lure of Ted."
"Bait?","A true gentleman invents an excuse to bring home a respectable lady. Something interesting or beautiful that can claim to admire for 5 minutes before it starts on the track."
"It was the first week of college. I was way into Wu-Tang Clan.","It's tricky. It must be interesting enough that the girl up, but not too much not to spoil the evening."
"Barney is a girl with him and they play a slot machine.","The slot machine is too much fun. And a trampoline... that's actually too dangerous. But I finally found the perfect bait... A mini pig."
"I can borrow your mini pig?","Yes, you can borrow."
"What? I am not to his hook.","Yes, completely."
"""For now"" you draw a picture of a future where everything will be magical, but in truth, it'll never happen.","It's like that. ""I can not be with you"". ""For now."""
"Barney is Ted at the bar.","Really? You really gonna sit and watch the door all night because Tiffany said she would try to pass?"
"No, moron!","Ted, let me be clear. That girl is poison and you have to forget your life forever."
"There she is. It has led to colleagues.","Hold on to it. Never lets go! I have never seen more beautiful girls. They all work with Tiffany?"
"Yep.","There can be only one explanation for that. Tiffany is a representative... e, pharmaceuticals?"
"What? It's just a job.","That a b... Since time immemorial there has always been a professional edge to which girls g*n, like Tiffany, have flocked. I'll redo the story?"
"I will not say explicitly.","It began 2.5 million years ago. The man was a hunter.So the profession's sexiest moment? Picker. h*m* erectus, indeed. With improved technology, the profession's sexiest moment was changing. I'm sure it's a hernia. You can double-check? And then the man grabbed the heavens. So girls sexy stiletto heels began and became a flight attendant. I'm right and ready to fire. Then the man said, ""Life is hard. I should start taking lots of drugs. "" So sexy girls landed in medical offices, hot enough to make these pills erection ironically unnecessary. So today, girls are pharma's sexiest moment."
"She touched my nose.","Largue Tiffany and join the Barnacle in a buffet of girls pharma. There may be loss of clothing, knees b*rned, respiratory weakness and sore abs the next day. That the world give a damn five?!"
"Ted returns to McLaren's, where Barney is still there.","There's no nights like with pharma pharma because the nights never stop! Dude, I've flirted with three of them. The fantasy. In addition, my cholesterol is low. My restless legs syndrome is cured. I am more alive than ever."
"Robin and Barney are at McLaren's.","Yesterday I was with this girl so sexy that pharma should call a doctor if you have no erection for more than 4h. I have no reason people?"
"Let's go have a drink.","It's over."
"You're a little dramatic.","Really? It starts with a Gladys. And suddenly, a few gay guys not so fabulous fall into the ranks. And before you know it, the girls look like pharma team to a Southwest flight to Albuquerque in Little Rock. It's over!"
"You still broies black to the end of the era of the daughters of pharma?","I've realized that their reign had to stop to give way to a sexy new profession. It may be... communications officer in an intergalactic spaceship to a distant solar system that we can imagine. Maybe it will be... contract. It is not known. But one thing is certain. The future shines... as a huge sun throwing rays of orange light over our heads and our spirits."
"Why change your mind?","The realization that hope springs eternal. Ca and the little purple pill box found in my bag. I do not know what they are, but they are amazing!"
"Okay, big guy, tell me all along.","It all started a week ago."
"Barney is at McLaren's.","I spent time at a local bar. Entered... a lady."
"Nothing is sexier than a man wearing a nice tie.","Aside from a woman who appreciates a nice tie."
"Right.","So, right after that, I took her home."
"When I'm in bed with a man, my body becomes a machine fueled by desire, greed and a hunger to satisfy every single... the carnal desires of my lover.","Fortunately, the cleaning lady comes tomorrow."
"Good night.","What? Wait, what? I thought your body would become a machine fueled by desire, greed and a hunger only to satisfy my every carnal desires."
"Ted, Marshall and Lily's apartment and listen to Barney.","I could be more unfortunate. All night, she goes back on me. I brought her back home and she runs away? When I loose a daughter, I am polite to sleep with her before. It is good manners."
"I'm in the inter-gender-ing, and I have some sex-seconds before the light turns green. And then, everyone honks, and it really sex, but I can not run because a jogger slips and falls in the Sacraments of sex-horse.","Continuous. Continues."
"It's the cashmere?","Kashmir? This is the virgin merino hand-woven. The fibers of this costume are spaced less than 12 microns."
"12 microns. I like the tight fibers.","Well, you're lucky, because mine are the tightest. And touched, they are more gentle."
"Barney at the bar with a woman.","You try this shit of course you're alone, look at you, poor trail."
"It's not crap. Sure you're alone, look at you, poor trail, is a brilliant book. And it scares the guys who only want the ass.","Did you just say you got a kid!"
"You'd be surprised how many assholes we cross. That is why my book says to never sleep at first date.","Completely."
"Or the second. Or the third.","Of course. Well..."
"Or the fourth.","Just tell me how!"
"17.","Excuse me, someone is using this stool?"
"If you're not going to take her 17th hot date, you should give up.","I will not give up, but yes. For, thanks to the book of Ted..."
"From Robin is Robin.","I can have two shots ahead. There is a flaw in there and I will get it."
"You have to do, okay? A great guy like Don, it's rare.And speaking of rare, first one side, do not forget. Thank you.","I can not believe. Friends... This is it! She wrote the book! It must be named Anita. My plan was to sleep with her but it changes everything. New plan: I'll sleep with her."
"The band is at the bar.","This Pilates teacher broke all scores. Imagine Robin, but younger. And bigger breasts. Not bigger, but more shapely.And larger. I put on the StairMaster and..."
"It does.","Spoilers. Regardless, we did."
"Ted and Barney are at McLaren's.","Shit. I read this entire book and I find no fault. What will I do?"
"There is another option... but you're not ready.","Tell me."
"If you must conclude in one hot date, a date that must be crazy. I do not speak of a restaurant-cine. Or mini golf. I speak of... 17 romantic rendezvous grouped into one incredible night. I mean... a super hot date.","A great date? It's not very catchy. And if I say a mega date?"
"If you want my help, it's a super hot date.","Okay."
"Let me do it. I will plan everything.","You're going to plan everything? This is cutesy and romantic?"
"Cutesy and romantic? No need to take him to Paris or Peru...","What are you doing?"
"You just gotta make him understand...","They look at us."
"How important it is for you...","Really? You really gonna do that?"
"In your super hot date, Global problems will simply be put aside, for wonders and surprises that will be the stars. Hurry, do not be late because together, you will find a country where paradise is rebukes. And then, boom! Fireworks in the sky over Manhattan! You kiss him. And your super hot date.","It looks to me like cutesy and romantic. Box strip?"
"Barney and whistles will open the door of his apartment.Marshall followed between Ted and Lily, and he will give a punch in the robot's head of Barney.","Why did you do that?"
"Because I am angry against you. And against me. Ted and cons. And frankly, I still am against the Empire.","Why are you angry against me?"
"You were a real assh*le to Robin when she was in her period of mourning.","The period of mourning? She has not had a period of mourning."
"Barney, sit down, there are two three things to tell you.","What, she is upset?"
"I'm going.","We go back home..."
"Barney throws his hat into the robot.","I can not believe that Robin is upset."
"And hast me you vomit in your Stormtrooper helmet.","I did worse after the premiere of ""The Phantom Menace.""It's been like that since we broke up?"
"Well, it was much better before you decide to go to your stupid super hot date with Anita. And now she broods, God knows where.","I know where."
"Barney, what's up? I thought you had a super hot date.","I know you're upset."
"She pulls without the headphones on, then ends up throwing his g*n because there is more balls.","You sure you're not upset?"
"Of course I do. Do not you see how to talk continually of your conquests makes me feel like another number for you?","You're not another number for me."
"And now you to take Anita you barely know, this extraordinary hot date, then you do not ever offered me that. It's just that... It sucks, that's all. It sucks.","I knew I was a bad boyfriend, but I had no idea that I was worse in the former boyfriend. I'm sorry. How can I be forgiven?"
"Nothing, Barney. You've already proven I'm not important to you.","Stop saying that, I'm serious. Ask me what you want."
"Do not sleep with Anita.","I promise."
"Of course you'll sleep with her. Why is this super hot date if not?","It will not go super hot date. It is you who will go."
"Anita Barney comes to see who is at the bar with Ted, Marshall and Lily.","I wanted to call you."
"I violate any rules in my coming here, but... no one asks me rabbit like that, so we go out or not?","I'm sorry, I... I made a promise to a friend. I must say no."
"I see. You try the trick of ""no."" You really think it'll work?Because it will not work. Okay, I'll make a deal. Maybe... you might get lucky after the 12th hot date.","No."
"The 11th?","No."
"The fifth?","No."
"Tonight?","No."
"This evening before dinner?","No."
"Go.","I'm sorry. The answer is no."
"She slides in the hollow of the ear. He gets up and leaves. He descends the stairs and jump over a fence and landed in the water.","Here is my story."
"A fireworks bursting in the sky while Barney is on the bench wrapped in a blanket.","I hope so too."
"I want the perfect group sh*t. Marshall put yourself between Robin and Barney.","Why?"
"Of course. You will not last! The photo is forever.","How dare you?"
"It's so rude.","It's true."
"I would say Amanda.","No, it was me. And I meant it."
"Or we could continue the descent on the Avenue Best Birthday.","I Can Vote? Street bitch! Street bitch!"
"Almost. This is Leilani. She had to come at Christmas because, you said, ""Folks, this may be good."" And this is not the only ""maybe good"". Eve 2007, Barney, Lily, Robin, Ted, Marshall and ""It's good"" Emily. The funeral of Uncle Cecil Robin, Marshall, Lily, Robin, Barney, Ted and... ""It proves that you selected the eyes closed"" Isabelle. My appendicitis, Robin, Marshall, Barney, Lily, Ted, and it... you've admitted, you just wanted to make. Compliance.","You remember the yoga teacher that got you into my birthday?"
"The band is at McLaren's.","Thank you. You believe not just enter. Look! Look! Why not look at you! This is Slash from g*n N'Roses!"
"It was there, we know the end.","False!"
"Oh? So do I.","And me too. He has how many hands?"
"Wait. Look at these pictures. Barney always has the same pose and all these years.","Yes, at this point, I have never an old head on the photos. Neither ever or always."
"It's gotta be a lousy picture of you.","Nope, not at all."
"And in elementary school? We all have school pictures ugly.","Not the Barnacle. I always look awesome mortally. Not like Marshall, who seems to be ingeniously death."
"They are not all bad. Like... this. Look. I have my eyes open.","You really put a knot!"
"A crisp, Barney?","Of course."
"I! A photo ugly.","You sure?"
"No! Wait! You ate a potato chips! Where's the chips?","It's physically impossible for me to take a picture ugly. I know why. Ask God."
"It's terrible. My laptop is just... fell. You me collected?(Barney looks to pick it up) Mouse, f*ck! I!","You sure?"
"Wait. How you do that?! You were not even standing!","The camera loves me. Much more than that. The device I want. The unit wants to put on underwear, put an Al Green CD, dim the lights and do all the work while I was still lying with closed eyes."
"Sorry that my search for love has you so upset. You know, your precious photos might be better if I was not over.","They would be if Marshall was not on it."
"I think Lori's age made him very wise.","It is said that it was after 40 years we know each other really."
"It's a hole in your jacket?","What? Where?"
"Come on, everybody. Come here. Let's make a memory.","Is there anything in the sauce that you've made? It tastes like... coriander. And... you know that cilantro makes me..."
"No one played as well as Barney with this limit. A breeze for him.","I love traveling."
"Really? What is the best place that you hast visited?","Hawaii is fun. A buddy of mine lives in Seattle. It's really not bad. But the best place? I must say, the moon."
"You're not convinced a girl that you were the first to walk on the moon? It was seven years before you were born.","Ted, a blonde, it's easy."
"But I worked at a yogurt shop in high school. And indeed, it was... insane.","So, after 20 minutes, the eagle has landed. We fuse into space. Houston, we have a complainer. Other double entender related to space."
"Why are you lying all the time?","I do not lie! We made love, I have pictures!"
